age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
27,Postgraduate,Mathematics,Beginner,Financial Analyst,"Ratio Analysis, Forecasting, Excel, Python for Finance, Market Research, Teamwork, Creativity, PowerBI",Financial Analyst,Trending,82,71,91,59,66
23,7th Semester,Biology,None,Biomedical Engineer,"Hygiene Standards, Adaptability, Manual Dexterity, Teamwork, Dental Anatomy, Diagnostics, Empathy",Dentist,Stable,86,80,87,61,86
17,12th,Economics,None,Business Analyst,"Negotiation, Pitch Decks, Valuation, Market Research, Financial Modeling",Investment Banker,High Demand,84,82,91,63,94
18,1st Semester,Design,None,DevOps Engineer,"Figma, Design Systems, Problem Solving, Prototyping",UI/UX Designer,High Demand,80,74,79,88,74
25,8th Semester,Physics,Beginner,Pilot,"Creativity, High Focus, Problem Solving, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,93,75,93,58,82
18,1st Semester,Engineering,Intermediate,DevOps Engineer,"Infrastructure as Code, Monitoring, Kubernetes",DevOps Engineer,High Demand,93,71,81,60,75
21,Diploma,Psychology,None,UI/UX Designer,"Adaptability, Design Systems, Problem Solving, Wireframing, Visual Hierarchy, Figma, Interaction Design",UI/UX Designer,High Demand,70,89,82,92,75
22,7th Semester,Economics,None,Chartered Accountant,"Taxation, Financial Reporting, Attention to Detail, Financial Analysis, Financial Accounting",Chartered Accountant,Stable,92,69,85,48,73
22,3rd Semester,Design,None,Product Designer,"Industrial Design, Customer Research, Figma, Iterative Design, Prototyping",Product Designer,High Demand,83,77,76,92,85
19,3rd Semester,Data Science,Intermediate,AI Engineer,"Neural Networks, NLP, TensorFlow, Deep Learning, PyTorch",AI Engineer,High Demand,99,68,88,80,71
26,7th Semester,Biology,Beginner,Biomedical Engineer,"Materials Science, Critical Thinking, CAD Design, Prosthetics, Biomechanics",Biomedical Engineer,Trending,94,64,86,78,70
18,10th,Physics,Advanced,Electrical Engineer,"Signal Processing, Critical Thinking, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,99,66,93,71,65
22,6th Semester,Commerce,Beginner,Chartered Accountant,"Taxation, Attention to Detail, Teamwork, Financial Accounting, Auditing",Chartered Accountant,Stable,89,76,91,47,69
26,Postgraduate,Business Studies,None,Product Designer,"Creativity, Industrial Design, Customer Research, Product Strategy, Figma, Iterative Design, Prototyping",Product Designer,High Demand,75,82,92,86,80
23,Graduate,Computer Science,None,Entrepreneur,"Growth Strategy, Business Model Generation, Risk Management",Entrepreneur,Emerging,69,92,99,96,93
28,Graduate,Data Science,Expert,AI Engineer,"Algorithms, TensorFlow, PyTorch",AI Engineer,High Demand,99,77,95,75,60
28,8th Semester,Psychology,Intermediate,Journalist,"Storytelling, News Writing, Investigative Reporting, Creativity, Interviewing",Journalist,Stable,76,99,90,87,68
24,8th Semester,Law,Beginner,IAS Officer,"Policy Formulation, Public Administration, Decision Making, Governance",IAS Officer,Stable,85,89,92,58,92
20,3rd Semester,Psychology,Beginner,Lawyer,"Negotiation, Critical Thinking, Constitutional Law, Public Speaking, Legal Research, Argumentation",Lawyer,Stable,83,88,93,78,87
27,8th Semester,Animation,None,Graphic Designer,"Branding, Photoshop, Layout Design, Time Management, Typography, Creativity, Problem Solving",Graphic Designer,Trending,66,78,75,89,60
24,Postgraduate,Engineering,None,Mechanical Engineer,"AutoCAD, Thermodynamics, Manufacturing, Material Science, Teamwork",Mechanical Engineer,Stable,72,61,92,70,77
17,10th,Engineering,Intermediate,Cloud Engineer,"Communication, Adaptability, AWS, Terraform, Kubernetes",Cloud Engineer,High Demand,85,65,82,59,64
27,Postgraduate,Physics,Intermediate,Full-Stack Developer,"Python, Computer Vision, Sensors & Actuators, ROS",Robotics Engineer,High Demand,96,68,91,86,63
18,12th,Computer Science,Expert,Cloud Engineer,"Neural Networks, Adaptability, Deep Learning, NLP",AI Engineer,High Demand,99,67,91,80,66
19,7th Semester,Computer Science,Beginner,UI/UX Designer,"Figma, Design Systems, Visual Hierarchy, Prototyping",UI/UX Designer,High Demand,77,84,79,96,63
26,7th Semester,Economics,None,Product Manager,"Metrics & KPIs, Cross-Functional Coordination, User Research",Product Manager,Trending,80,90,87,72,92
27,8th Semester,Mathematics,Intermediate,Astrophysicist,"Python, Quantum Mechanics, Astrophysics",Astrophysicist,Emerging,99,66,97,80,62
21,2nd Semester,Computer Science,Intermediate,Electrical Engineer,"Cloud Security, Adaptability, GitLab CI, Monitoring, Docker, Linux Bash",DevOps Engineer,High Demand,93,63,91,59,58
26,7th Semester,Business Studies,Beginner,Product Designer,"User Empathy, Industrial Design, Customer Research, Product Strategy, Iterative Design, Figma",Product Designer,High Demand,78,90,82,94,74
22,3rd Semester,Physics,Intermediate,Biomedical Engineer,"Cosmology, Quantum Mechanics, Problem Solving, Numerical Simulation, Astrophysics",Astrophysicist,Emerging,99,66,90,75,60
24,8th Semester,Engineering,Intermediate,Product Designer,"Product Strategy, Industrial Design, Figma",Product Designer,High Demand,83,94,82,88,93
22,8th Semester,Biology,None,Pharmacist,"Attention to Detail, Dosage Calculation, Time Management, Drug Interactions, Pharmacology, Organic Chemistry, Quality Control",Pharmacist,Stable,78,74,84,54,70
23,7th Semester,Commerce,None,Entrepreneur,"Sales & Marketing, Leadership, Growth Strategy, Business Model Generation",Entrepreneur,Emerging,67,91,87,83,97
17,12th,Computer Science,Advanced,UI/UX Designer,"Design Thinking, Usability Testing, Design Systems, User Research, Visual Hierarchy, Interaction Design",UI/UX Designer,High Demand,89,71,81,99,65
22,3rd Semester,Biology,Intermediate,Pharmacist,"Organic Chemistry, Dosage Calculation, Attention to Detail, Drug Interactions",Pharmacist,Stable,93,76,80,65,57
28,8th Semester,Mathematics,None,Pilot,"High Focus, Critical Thinking, Aircraft Systems, Spatial Awareness, Adaptability, Meteorology, Emergency Procedures, Radio Communication",Pilot,Trending,81,74,84,56,93
17,12th,Economics,None,Entrepreneur,"Creativity, Leadership, Business Model Generation, Risk Management, Problem Solving, Growth Strategy, Resilience",Entrepreneur,Emerging,69,99,90,93,99
20,Diploma,Psychology,None,Lawyer,"Negotiation, Critical Thinking, Contract Drafting, Constitutional Law, Public Speaking",Lawyer,Stable,76,93,96,74,92
28,7th Semester,Computer Science,Advanced,Full-Stack Developer,"HTML/CSS, Express, Node.js, SQL",Full-Stack Developer,High Demand,96,73,79,79,69
25,Postgraduate,Business Studies,None,Entrepreneur,"Critical Thinking, Leadership, Teamwork, Risk Management, Sales & Marketing, Pitching & Fundraising",Entrepreneur,Emerging,67,93,88,84,97
20,2nd Semester,Biology,Intermediate,Research Scientist,"Python, Adaptability, Critical Analysis, Statistics, Problem Solving, Scientific Research",Research Scientist,Stable,97,79,97,76,63
17,1st Semester,Finance,None,Chartered Accountant,"Taxation, Financial Reporting, Attention to Detail, Financial Analysis, Corporate Law",Chartered Accountant,Stable,86,75,88,58,69
21,4th Semester,Biology,Beginner,Biomedical Engineer,"Materials Science, Signal Processing, Critical Thinking, Medical Devices, CAD Design, Biomechanics",Biomedical Engineer,Trending,90,73,99,80,74
17,10th,Physics,None,Research Scientist,"Construction Management, Creativity, AutoCAD, Site Inspection, Project Planning, Teamwork, Surveying, Geotechnical Engineering",Civil Engineer,Stable,81,65,88,61,81
26,Graduate,Engineering,None,Civil Engineer,"AutoCAD, Site Inspection, Surveying, Construction Management, Geotechnical Engineering",Civil Engineer,Stable,76,76,92,58,74
22,3rd Semester,Mathematics,None,Pilot,"High Focus, Time Management, Meteorology, Creativity, Emergency Procedures",Pilot,Trending,85,88,94,53,96
17,12th,Business Studies,Intermediate,Business Analyst,"Communication, Tableau, Business Strategy, Stakeholder Management, Data Analytics",Business Analyst,High Demand,82,90,84,67,81
18,1st Semester,Chemistry,None,Dentist,"Hygiene Standards, Critical Thinking, Manual Dexterity, Oral Surgery, Patient Communication, Empathy",Dentist,Stable,80,84,85,74,61
22,3rd Semester,Medical Science,None,Dentist,"Dental Anatomy, Hygiene Standards, Diagnostics, Creativity",Dentist,Stable,82,80,77,66,73
19,2nd Semester,Education,None,IAS Officer,"Decision Making, Governance, Leadership, Public Administration, Public Communication",IAS Officer,Stable,77,91,91,71,98
22,5th Semester,Engineering,Intermediate,Cloud Engineer,"Python, Networking, Azure, System Architecture, Kubernetes, CI/CD",Cloud Engineer,High Demand,93,70,86,66,56
20,2nd Semester,Education,None,IAS Officer,"Public Communication, Policy Formulation, Leadership, Governance",IAS Officer,Stable,73,99,92,63,99
24,7th Semester,Physics,Beginner,Data Scientist,"Numerical Simulation, Calculus, Astrophysics",Astrophysicist,Emerging,96,59,93,82,56
22,6th Semester,Economics,None,Chartered Accountant,"Taxation, Financial Reporting, Communication, Financial Analysis, Attention to Detail, Teamwork, Financial Accounting, Auditing",Chartered Accountant,Stable,84,78,87,56,74
22,7th Semester,Business Studies,Intermediate,Product Manager,"User Research, Market Strategy, Roadmap Planning",Product Manager,Trending,81,89,91,81,94
18,1st Semester,Hospitality,Beginner,Chef,"Sensory Evaluation, Time Management, Kitchen Leadership, Food Safety, Creativity, Problem Solving",Chef,Trending,79,67,70,81,89
21,Diploma,Law,None,Lawyer,"Legal Research, Constitutional Law, Courtroom Advocacy, Problem Solving",Lawyer,Stable,70,94,97,75,98
26,Postgraduate,Economics,None,Investment Banker,"Capital Markets, Pitch Decks, Valuation, Market Research, Teamwork, Creativity",Investment Banker,High Demand,93,85,83,61,90
27,Graduate,Biology,None,Pharmacist,"Attention to Detail, Dosage Calculation, Adaptability, Organic Chemistry",Pharmacist,Stable,73,67,88,67,67
27,Postgraduate,Computer Science,Intermediate,Robotics Engineer,"Python, Kinematics, ROS",Robotics Engineer,High Demand,99,68,92,85,59
18,12th,Business Studies,None,Entrepreneur,"Sales & Marketing, Leadership, Time Management, Resilience",Entrepreneur,Emerging,70,94,86,93,99
22,2nd Semester,Engineering,Advanced,Data Scientist,"Python, Linux, Networking, Docker, Kubernetes, CI/CD",Cloud Engineer,High Demand,99,73,84,61,62
22,6th Semester,Business Studies,None,Entrepreneur,"Communication, Leadership, Risk Management, Sales & Marketing, Problem Solving, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,77,91,93,99,98
26,7th Semester,Computer Science,Intermediate,Mobile App Developer,"React Native, Flutter, UI/UX",Mobile App Developer,Trending,88,70,76,78,64
18,1st Semester,Finance,Intermediate,Investment Banker,"Negotiation, Excel, Valuation, Financial Modeling, Problem Solving",Investment Banker,High Demand,88,94,91,63,82
23,8th Semester,Commerce,None,Chartered Accountant,"Financial Accounting, Excel Mastery, Auditing",Chartered Accountant,Stable,78,79,93,50,76
28,Graduate,Design,None,Product Designer,"Critical Thinking, Product Strategy, Creativity, Industrial Design, Figma",Product Designer,High Demand,80,89,87,98,60
23,Postgraduate,Design,Beginner,Animator,"Critical Thinking, After Effects, Maya, Character Animation",Animator,Emerging,76,71,75,97,65
24,7th Semester,Data Science,Expert,Data Scientist,"Python, Communication, Time Management, Algorithms, Calculus, PyTorch, Machine Learning",AI Engineer,High Demand,99,71,92,75,61
25,Graduate,Mathematics,None,Aerospace Engineer,"Aerodynamics, MATLAB, CAD Modeling, Flight Simulation, Teamwork, Avionics, Problem Solving",Aerospace Engineer,Emerging,93,64,87,77,61
25,Graduate,Computer Science,Beginner,Business Analyst,"Business Strategy, Tableau, Process Mapping, Stakeholder Management, Data Analytics, Requirements Gathering",Business Analyst,High Demand,77,85,85,75,75
25,7th Semester,Mathematics,None,Astrophysicist,"Ratio Analysis, Critical Thinking, Market Research, Python for Finance",Financial Analyst,Trending,84,73,90,64,83
25,7th Semester,Engineering,Intermediate,Full-Stack Developer,"React, Express, Git, SQL",Full-Stack Developer,High Demand,86,72,90,75,69
26,8th Semester,Computer Science,None,Software Developer,"Teamwork, Visual Hierarchy, Figma, Interaction Design",UI/UX Designer,High Demand,67,86,73,92,57
25,7th Semester,Mathematics,None,Full-Stack Developer,"Critical Thinking, Aerodynamics, Adaptability, CAD Modeling, Flight Simulation, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,85,66,91,75,69
23,Graduate,Design,Intermediate,Mobile App Developer,"Android Studio, Time Management, React Native, Mobile Architecture, Flutter, Swift",Mobile App Developer,Trending,98,77,81,81,60
21,Diploma,Animation,None,Animator,"Motion Graphics, Critical Thinking, 3D Modeling, Blender, Storyboarding, Problem Solving",Animator,Emerging,71,60,80,98,63
26,8th Semester,Economics,Intermediate,Data Scientist,"Data Visualization, SQL, Time Management, R, Creativity, Machine Learning",Data Scientist,High Demand,91,78,99,80,75
25,Postgraduate,Design,Beginner,Mobile App Developer,"Visual Identity, Branding, Illustrator, Typography, Creativity, Color Theory",Graphic Designer,Trending,72,71,75,93,58
24,Postgraduate,Engineering,Beginner,Product Designer,"User Empathy, Prototyping, Communication, Time Management, Product Strategy, Figma, Industrial Design, Iterative Design",Product Designer,High Demand,85,80,85,96,77
27,Graduate,Physics,Beginner,Research Scientist,"Hypothesis Testing, Critical Analysis, Statistics, Teamwork, Problem Solving",Research Scientist,Stable,90,75,92,75,69
17,1st Semester,Business Studies,None,Product Designer,"User Empathy, Iterative Design, Customer Research, Product Strategy, Industrial Design, Prototyping",Product Designer,High Demand,78,85,88,84,77
17,1st Semester,Law,Beginner,Journalist,"Teamwork, Storytelling, Investigative Reporting, Interviewing",Journalist,Stable,70,94,82,81,72
24,Postgraduate,Chemistry,None,Pilot,"Communication, Child Psychology, Student Evaluation, Teamwork, Problem Solving, Classroom Management, Empathy",Teacher,Stable,67,87,82,72,87
19,3rd Semester,Finance,Beginner,IAS Officer,"Negotiation, Pitch Decks, Capital Markets, Excel, Teamwork, Market Research, Financial Modeling",Investment Banker,High Demand,79,90,89,65,72
27,8th Semester,Economics,Advanced,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Forecasting, Excel, Market Research, Teamwork, PowerBI",Financial Analyst,Trending,99,85,86,66,70
17,10th,Physics,None,Pilot,"High Focus, Aircraft Systems, Meteorology, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,88,80,98,61,85
18,1st Semester,Engineering,Intermediate,Product Designer,"Industrial Design, Iterative Design, Customer Research",Product Designer,High Demand,91,95,87,99,74
21,7th Semester,Physics,None,Teacher,"Lesson Planning, Communication, Time Management, Student Evaluation, Classroom Management, Empathy",Teacher,Stable,74,95,76,79,76
28,Graduate,Biology,Beginner,Psychologist,"Active Listening, Critical Thinking, Mental Health Assessment, Research Methods, Counseling, Cognitive Behavioral Therapy, Creativity",Psychologist,High Demand,77,92,79,69,88
18,1st Semester,Design,None,UI/UX Designer,"Usability Testing, Adaptability, Teamwork, Prototyping, Interaction Design",UI/UX Designer,High Demand,78,80,83,84,64
26,8th Semester,Biology,Beginner,Research Scientist,"Python, Academic Writing, Data Analysis, Critical Analysis, Statistics, Scientific Research",Research Scientist,Stable,86,75,95,80,71
26,7th Semester,Engineering,Beginner,Electrical Engineer,"Signal Processing, Circuit Design, MATLAB, PCB Design, Teamwork, Microcontrollers, Power Systems",Electrical Engineer,High Demand,87,66,90,60,65
20,3rd Semester,Economics,Intermediate,Entrepreneur,"Business Model Generation, Risk Management, Sales & Marketing, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,79,94,89,82,89
26,7th Semester,Psychology,None,UI/UX Designer,"Usability Testing, Wireframing, Prototyping, Design Thinking",UI/UX Designer,High Demand,74,82,78,97,75
22,4th Semester,Mathematics,Beginner,Financial Analyst,"Financial Statement Analysis, PowerBI, Forecasting, Excel",Financial Analyst,Trending,81,76,92,62,71
21,7th Semester,Chemistry,None,Professor,"Critical Thinking, Pharmacology, Medical Ethics, Physiology, Emergency Response, Anatomy",Doctor,High Demand,85,91,89,55,84
26,Graduate,Computer Science,Advanced,Mobile App Developer,"Android Studio, Git, REST APIs, Mobile Architecture, UI/UX, Swift",Mobile App Developer,Trending,99,66,79,80,65
22,Diploma,Computer Science,Beginner,Software Developer,"Git, Data Structures, Algorithms, Problem Solving, Object-Oriented Programming",Software Developer,High Demand,92,63,93,72,56
21,Diploma,Computer Science,Advanced,AI Engineer,"Python, Communication, NLP, Creativity, Deep Learning",AI Engineer,High Demand,99,66,90,74,61
28,Postgraduate,Mathematics,Intermediate,Aerospace Engineer,"Problem Solving, Structural Analysis, Flight Simulation, CAD Modeling",Aerospace Engineer,Emerging,99,63,85,75,61
17,10th,Mathematics,Advanced,Mechanical Engineer,"Critical Thinking, Fluid Mechanics, Manufacturing, Adaptability, Material Science, Robotics, Problem Solving, SolidWorks",Mechanical Engineer,Stable,94,64,89,72,77
26,7th Semester,Commerce,Beginner,Chartered Accountant,"Excel Mastery, Taxation, Financial Reporting, Time Management, Adaptability, Corporate Law, Financial Accounting, Auditing",Chartered Accountant,Stable,93,73,89,57,71
26,7th Semester,Engineering,Intermediate,DevOps Engineer,"Python, Critical Thinking, Cloud Security, Adaptability, Monitoring, Docker, Linux Bash",DevOps Engineer,High Demand,99,68,85,65,68
23,7th Semester,Engineering,Intermediate,Electrical Engineer,"Signal Processing, Critical Thinking, Communication, Circuit Design, MATLAB, PCB Design",Electrical Engineer,High Demand,93,67,91,62,72
24,8th Semester,Law,None,Lawyer,"Negotiation, Constitutional Law, Critical Thinking, Public Speaking",Lawyer,Stable,71,99,90,64,79
20,6th Semester,Animation,Beginner,Graphic Designer,"Branding, Visual Identity, Layout Design, Illustrator, Teamwork, Creativity",Graphic Designer,Trending,80,79,76,92,58
27,Postgraduate,Commerce,None,Digital Marketer,"Content Strategy, Social Media Marketing, Copywriting, Email Campaigns, Problem Solving, Google Analytics",Digital Marketer,High Demand,76,84,89,89,76
27,7th Semester,Design,Advanced,Animator,"Motion Graphics, 3D Modeling, Character Animation",Animator,Emerging,88,70,75,87,49
24,8th Semester,Biology,None,Dentist,"Critical Thinking, Adaptability, Oral Surgery, Patient Communication, Diagnostics",Dentist,Stable,83,81,88,74,69
21,3rd Semester,Animation,Intermediate,Graphic Designer,"Typography, Visual Identity, Branding, Color Theory",Graphic Designer,Trending,79,65,66,94,74
22,Diploma,Engineering,Beginner,Biomedical Engineer,"Python, Biology, Biomechanics",Biomedical Engineer,Trending,90,76,80,82,64
24,8th Semester,Animation,None,Animator,"Character Animation, 3D Modeling, Blender, Maya, After Effects",Animator,Emerging,76,65,76,91,55
19,7th Semester,Computer Science,Intermediate,AI Engineer,"Python, NLP, Algorithms, Calculus, PyTorch",AI Engineer,High Demand,93,65,84,83,65
28,Graduate,Physics,Beginner,Aerospace Engineer,"Aerodynamics, MATLAB, Flight Simulation, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,91,67,94,79,71
25,Graduate,Engineering,Beginner,Mechanical Engineer,"AutoCAD, Fluid Mechanics, Communication, Manufacturing, Thermodynamics, Material Science, Robotics",Mechanical Engineer,Stable,79,71,86,71,75
20,3rd Semester,Biology,Advanced,Pharmacist,"Oral Surgery, Patient Communication, Teamwork, Problem Solving, Diagnostics, Empathy",Dentist,Stable,99,89,81,71,68
24,8th Semester,Physics,Beginner,Biomedical Engineer,"Python, Signal Processing, Adaptability, Medical Devices",Biomedical Engineer,Trending,82,63,87,85,67
27,Graduate,Economics,Beginner,Financial Analyst,"Social Media Marketing, SEM, Copywriting, PPC Advertising, Email Campaigns",Digital Marketer,High Demand,75,87,80,92,68
19,2nd Semester,Computer Science,Advanced,Financial Analyst,"Roadmap Planning, Product Vision, User Research, Cross-Functional Coordination, Market Strategy",Product Manager,Trending,86,98,88,84,92
24,7th Semester,Mathematics,None,Astrophysicist,"Python, Astronomical Observation, Quantum Mechanics, Calculus, Astrophysics",Astrophysicist,Emerging,87,71,99,72,65
17,10th,Computer Science,Intermediate,Product Manager,"Adaptability, Metrics & KPIs, Leadership, Product Vision, Cross-Functional Coordination, Market Strategy",Product Manager,Trending,80,94,85,78,90
27,Graduate,Engineering,Intermediate,Cybersecurity Analyst,"Linux, Incident Response, Ethical Hacking, Creativity, Cryptography",Cybersecurity Analyst,High Demand,94,57,91,62,63
28,Postgraduate,Computer Science,Advanced,Electrical Engineer,"Network Security, Firewalls, Penetration Testing, Incident Response",Cybersecurity Analyst,High Demand,99,66,89,65,67
21,6th Semester,Psychology,Beginner,UI/UX Designer,"Critical Thinking, Design Thinking, Communication, User Research, Wireframing, Interaction Design",UI/UX Designer,High Demand,76,76,80,84,72
19,Diploma,Physics,Beginner,Astrophysicist,"Cosmology, Python, Astronomical Observation, Astrophysics, Communication, Quantum Mechanics, Problem Solving, Data Modeling",Astrophysicist,Emerging,94,68,89,70,68
24,8th Semester,Physics,Beginner,Pilot,"High Focus, Spatial Awareness, Meteorology, Problem Solving, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,90,76,94,51,81
27,8th Semester,Biology,None,Chef,"Critical Thinking, Communication, Pharmacology, Adaptability, Medical Ethics, Physiology, Clinical Diagnosis, Empathy",Doctor,High Demand,83,84,96,58,83
24,7th Semester,Computer Science,Advanced,Mobile App Developer,"Critical Thinking, React Native, REST APIs, Kotlin, Teamwork, Flutter, UI/UX",Mobile App Developer,Trending,89,69,83,73,66
23,Graduate,Psychology,None,Psychologist,"Critical Thinking, Mental Health Assessment, Adaptability, Ethics, Counseling, Empathy",Psychologist,High Demand,70,96,87,74,65
17,10th,Design,None,UI/UX Designer,"Figma, Time Management, Prototyping, Interaction Design",UI/UX Designer,High Demand,68,82,85,84,70
27,Postgraduate,Mathematics,Intermediate,Teacher,"Signal Processing, Time Management, Circuit Design, Problem Solving, Microcontrollers, Power Systems",Electrical Engineer,High Demand,98,66,87,69,68
17,10th,Mathematics,Intermediate,Electrical Engineer,"Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,98,70,95,64,68
17,10th,Commerce,Intermediate,Chartered Accountant,"Excel Mastery, Taxation, Financial Reporting, Attention to Detail, Time Management, Financial Accounting, Auditing",Chartered Accountant,Stable,88,73,94,61,74
17,1st Semester,Economics,None,Investment Banker,"Capital Markets, Pitch Decks, Negotiation, Excel, Market Research",Investment Banker,High Demand,88,90,89,58,72
17,10th,Business Studies,Beginner,Entrepreneur,"Leadership, Teamwork, Creativity, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,77,90,93,76,96
18,10th,Computer Science,Intermediate,Cloud Engineer,"Linux, Creativity, Problem Solving, Kubernetes, CI/CD",Cloud Engineer,High Demand,97,62,82,63,58
23,Graduate,Commerce,None,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Time Management, Excel, Python for Finance, PowerBI",Financial Analyst,Trending,76,77,84,55,67
21,2nd Semester,Engineering,Advanced,Pilot,"High Focus, Aircraft Systems, Spatial Awareness, Time Management, Meteorology, Emergency Procedures, Flight Navigation",Pilot,Trending,94,84,91,56,89
18,1st Semester,Computer Science,Intermediate,Product Manager,"Roadmap Planning, Agile, Metrics & KPIs, Leadership, Product Vision, Market Strategy",Product Manager,Trending,86,99,83,85,99
18,12th,Mathematics,Advanced,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Forecasting, Market Research, PowerBI",Financial Analyst,Trending,99,78,91,62,67
21,5th Semester,Animation,Advanced,Animator,"Motion Graphics, Character Animation, 3D Modeling, Maya, Teamwork",Animator,Emerging,94,69,78,99,63
19,Diploma,Commerce,None,Investment Banker,"Pitch Decks, Time Management, Excel, Market Research, Financial Modeling, M&A Analysis",Investment Banker,High Demand,82,82,99,72,89
28,Postgraduate,Chemistry,Beginner,Dentist,"Manual Dexterity, Oral Surgery, Patient Communication, Dental Anatomy, Empathy",Dentist,Stable,92,92,91,69,79
19,7th Semester,Mathematics,Intermediate,Financial Analyst,"MATLAB, CAD Modeling, Flight Simulation, Teamwork, Avionics, Propulsion Systems",Aerospace Engineer,Emerging,99,71,98,89,75
23,Graduate,Education,None,Teacher,"Patience, Child Psychology, Student Evaluation, Classroom Management, Empathy",Teacher,Stable,62,99,83,81,81
25,Postgraduate,Computer Science,Intermediate,Cloud Engineer,"Communication, Terraform, Docker, System Architecture, Creativity",Cloud Engineer,High Demand,94,67,86,62,72
28,Postgraduate,Physics,Beginner,Civil Engineer,"AutoCAD, Adaptability, Project Planning, Surveying, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,91,73,84,58,67
23,Postgraduate,Computer Science,Intermediate,AI Engineer,"NLP, Algorithms, Calculus, TensorFlow, Teamwork, Machine Learning",AI Engineer,High Demand,89,63,99,86,52
23,8th Semester,Education,None,IAS Officer,"General Studies, Policy Formulation, Decision Making, Governance",IAS Officer,Stable,78,93,99,68,86
22,5th Semester,Engineering,Intermediate,Biomedical Engineer,"Python, Medical Devices, CAD Design, Biology, Prosthetics, Biomechanics",Biomedical Engineer,Trending,92,68,91,85,68
18,10th,Engineering,Expert,Cloud Engineer,"Android Studio, Git, Communication, React Native, Mobile Architecture, Problem Solving, Flutter, UI/UX",Mobile App Developer,Trending,99,74,84,76,69
27,Graduate,Engineering,Beginner,Mechanical Engineer,"Communication, Fluid Mechanics, Time Management, Material Science, Robotics, SolidWorks",Mechanical Engineer,Stable,87,75,88,81,69
25,Graduate,Commerce,Beginner,Chartered Accountant,"Financial Analysis, Financial Accounting, Auditing, Creativity",Chartered Accountant,Stable,84,63,97,53,66
21,5th Semester,Mathematics,Advanced,Data Scientist,"Python, Pandas, Critical Thinking, Tableau, Statistics",Data Scientist,High Demand,99,74,89,74,64
28,Postgraduate,Computer Science,Advanced,DevOps Engineer,"Jenkins, GitLab CI, Docker, Teamwork, Infrastructure as Code, Kubernetes",DevOps Engineer,High Demand,96,71,82,66,59
23,8th Semester,Physics,Beginner,Aerospace Engineer,"Aerodynamics, MATLAB, Adaptability, Flight Simulation, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,90,71,94,79,84
23,Graduate,Physics,None,Pilot,"Spatial Awareness, High Focus, Critical Thinking, Flight Navigation",Pilot,Trending,85,76,85,54,86
23,7th Semester,Mathematics,Advanced,Investment Banker,"Capital Markets, Critical Thinking, Excel, Valuation, Market Research, Financial Modeling",Investment Banker,High Demand,92,95,86,61,80
18,10th,Biology,None,Pharmacist,"Patient Counseling, Attention to Detail, Drug Interactions, Organic Chemistry, Quality Control",Pharmacist,Stable,76,79,79,53,61
21,5th Semester,Biology,None,Dentist,"Hygiene Standards, Oral Surgery, Patient Communication, Dental Anatomy, Diagnostics",Dentist,Stable,77,89,83,71,75
19,3rd Semester,Computer Science,Beginner,Software Developer,"Python, Problem Solving, Data Structures, C++",Software Developer,High Demand,88,62,88,69,59
19,6th Semester,Biology,Intermediate,Doctor,"Communication, Adaptability, Emergency Response, Patient Care, Anatomy",Doctor,High Demand,88,82,93,50,77
26,Postgraduate,Engineering,Intermediate,Software Developer,"Python, Git, REST APIs, Debugging, Object-Oriented Programming",Software Developer,High Demand,87,62,85,72,58
28,Graduate,Mathematics,Advanced,AI Engineer,"Python, Communication, Linear Algebra, Problem Solving, Deep Learning",AI Engineer,High Demand,99,73,85,86,58
27,Graduate,Mathematics,Beginner,Software Developer,"Python, C++, Object-Oriented Programming, Communication",Software Developer,High Demand,78,54,84,71,63
24,8th Semester,Education,Beginner,Professor,"Academic Lecturing, Public Speaking, Scientific Publication, Problem Solving, Pedagogy, Curriculum Development",Professor,Stable,88,95,85,80,83
27,7th Semester,Business Studies,Intermediate,Business Analyst,"Tableau, Stakeholder Management, Teamwork, SQL",Business Analyst,High Demand,84,88,81,73,77
23,Postgraduate,Design,None,Graphic Designer,"Visual Identity, Branding, Communication, Layout Design, Creativity, Color Theory",Graphic Designer,Trending,67,70,77,90,66
19,6th Semester,Computer Science,Beginner,Product Manager,"Communication, Roadmap Planning, Agile, Leadership, Problem Solving, Market Strategy",Product Manager,Trending,84,96,84,86,94
